Country,Sex,ageStart,ageGroup,ageLabel,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Croatia,Females,25,25-29,From 25 to 29 years,,137525,138482,139112,139982,142015,143703,144334,144726,144622,143939,142363,140149,137656,135339,131278,127936,124537,119502
Croatia,Females,30,30-34,From 30 to 34 years,,142872,140183,138691,138213,138577,140156,141086,141636,142402,143652,144611,144640,144656,144007,142913,140684,136989,132314
Croatia,Females,35,35-39,From 35 to 39 years,,154870,154139,152533,150914,149077,144842,141668,140391,139734,139448,140479,140844,141049,141286,142091,142362,141641,140036
Croatia,Females,40,40-44,From 40 to 44 years,,164073,162659,161675,160021,157536,156370,155205,153533,151809,149500,144591,141066,139139,138049,137290,137476,137065,136179
Croatia,Females,45,45-49,From 45 to 49 years,,160531,165198,165513,165684,165725,164768,163011,162107,160130,157247,155710,154234,151866,149775,147141,141661,137520,134557
Croatia,Females,50,50-54,From 50 to 54 years,,148056,150808,153851,156894,158294,160431,164792,164831,164828,164423,163074,161058,159712,157332,154389,152236,150337,147212
Croatia,Females,55,55-59,From 55 to 59 years,,122710,123031,124099,127984,136527,146910,149303,152019,154822,155743,157418,161334,161132,160753,160243,158635,156694,155190
Croatia,Females,60,60-64,From 60 to 64 years,,143283,139723,137554,133948,128027,120178,120170,121125,124644,132569,142264,144303,146625,149011,149850,151515,155216,155234
Croatia,Females,65,65-69,From 65 to 69 years,,143770,143276,141934,140215,138517,136682,133168,131029,127344,121524,113884,113981,114928,118249,125715,134719,136813,138938
Croatia,Females,70,70-74,From 70 to 74 years,,121109,123637,127546,129766,131268,130420,130012,129040,127611,126020,124473,121351,119728,116808,111824,104903,104939,105895
Croatia,Females,75,75-79,From 75 to 79 years,,93082,94408,94693,95828,97011,99853,102362,105827,108005,109427,109324,109671,109410,108869,108237,107170,105085,103814
Croatia,Females,80,80-84,From 80 to 84 years,,38225,46590,54115,60689,63734,64905,66096,66428,67594,68753,71376,73520,76799,79312,81114,81637,82427,82630
Croatia,Females,85,85,85 years or over,,32062,29564,27204,25132,27588,30697,34256,36901,39814,42354,44734,47243,48799,51241,53677,56018,58816,61176
Croatia,Males,1,1-4,From 1 to 4 years,,118513,114154,109657,106071,104196,103823,104280,105135,107050,108898,109445,109143,109615,108075,105869,102511,99980,96725
Croatia,Males,5,5-9,From 5 to 9 years,,121795,122558,124366,123926,123008,120886,116203,111540,107899,105726,104835,105039,105450,106904,108331,108280,107129,106450
Croatia,Males,10,10-14,From 10 to 14 years,,129972,129833,127615,125849,124674,124136,124299,125842,125399,124249,121712,116697,111753,107655,105199,103741,103067,102480
Croatia,Males,15,15-19,From 15 to 19 years,,142902,141013,138739,137305,134097,132034,131424,129174,127363,125902,125017,124859,126136,125465,123925,120765,115093,109428
Croatia,Males,20,20-24,From 20 to 24 years,,146256,147538,147764,147612,147631,146032,144215,142378,140620,136930,133847,132491,129765,127746,125945,124604,123744,123870
Croatia,Males,25,25-29,From 25 to 29 years,,140288,141175,142482,144339,146944,149288,150648,151233,151095,150624,148186,145413,142465,140028,135539,132112,129474,124709
Croatia,Males,30,30-34,From 30 to 34 years,,142916,140884,139633,139612,140652,142719,143954,145530,146944,148710,150103,150678,150572,150009,148489,145599,141220,136081
Croatia,Males,35,35-39,From 35 to 39 years,,153938,153163,151745,150110,148802,144850,142891,142100,141968,142343,143705,143716,144542,145527,146467,147099,146548,144400
Croatia,Males,40,40-44,From 40 to 44 years,,164319,162135,160284,158352,155855,155070,154213,153148,151301,149291,144473,141824,140271,139667,139362,140055,139298,138585
Croatia,Males,45,45-49,From 45 to 49 years,,165416,168883,168071,167136,165022,163064,161052,159956,157814,154650,153318,151811,150033,147844,145239,139917,136807,134270
Croatia,Males,50,50-54,From 50 to 54 years,,141586,146284,150499,155094,159187,161392,164745,164120,163188,160817,158510,156208,154567,152117,148796,147032,145389,142937
Croatia,Males,55,55-59,From 55 to 59 years,,109726,109994,111113,115577,124380,135450,139725,143821,148137,151596,153437,156147,155319,154402,151963,149560,147432,145672
Croatia,Males,60,60-64,From 60 to 64 years,,122390,119212,117401,114095,108819,102018,102357,103530,107415,115422,125299,128694,132518,136104,139523,141084,143847,143284
Croatia,Males,65,65-69,From 65 to 69 years,,111035,111389,111618,110255,109210,108021,105519,104116,101260,96460,90455,90862,91901,95491,102335,111043,114522,117954
Croatia,Males,70,70-74,From 70 to 74 years,,80833,84588,87429,89101,90310,90100,90628,91097,90490,89983,89440,87797,87017,84908,81175,76154,76653,77783
Croatia,Males,75,75-79,From 75 to 79 years,,43614,45818,47979,50935,54212,58217,60893,62838,64435,65731,66167,67120,68163,68436,68697,68683,67826,67710
Croatia,Males,80,80-84,From 80 to 84 years,,16370,19406,22019,24455,25330,26112,27387,28913,30981,33022,35573,37500,38936,40556,41970,42715,43986,45033
Croatia,Males,85,85,85 years or over,,12145,10921,9903,8957,9903,10680,11720,12499,13399,14294,15229,16310,17460,18814,20403,21843,23195,24428
Croatia,Total,1,1-4,From 1 to 4 years,,231080,222883,213925,206782,202729,202221,202849,204455,208166,212262,213100,212855,213236,209819,205161,198479,194002,187931
Croatia,Total,5,5-9,From 5 to 9 years,,237952,239233,242992,242325,239993,235744,226885,217707,210438,205829,204352,204365,205124,207846,211122,210855,208924,207127
Croatia,Total,10,10-14,From 10 to 14 years,,254443,253758,249174,245747,243812,242527,242710,246063,245416,242607,237460,227947,218179,209973,204767,202138,200524,199335
Croatia,Total,15,15-19,From 15 to 19 years,,279245,276076,271977,268954,263002,258850,257170,252427,248798,246354,244336,243970,246638,245481,241956,235643,224781,213583
Croatia,Total,20,20-24,From 20 to 24 years,,285817,287882,288523,288546,288736,286196,282684,278796,275178,268247,262412,259373,253700,249756,246590,243706,241706,241994
Croatia,Total,25,25-29,From 25 to 29 years,,277813,279657,281594,284321,288959,292991,294982,295959,295717,294563,290549,285562,280121,275367,266817,260048,254011,244211
Croatia,Total,30,30-34,From 30 to 34 years,,285788,281067,278324,277825,279229,282875,285040,287166,289346,292362,294714,295318,295228,294016,291402,286283,278209,268395
Croatia,Total,35,35-39,From 35 to 39 years,,308808,307302,304278,301024,297879,289692,284559,282491,281702,281791,284184,284560,285591,286813,288558,289461,288189,284436
Croatia,Total,40,40-44,From 40 to 44 years,,328392,324794,321959,318373,313391,311440,309418,306681,303110,298791,289064,282890,279410,277716,276652,277531,276363,274764
Croatia,Total,45,45-49,From 45 to 49 years,,325947,334081,333584,332820,330747,327832,324063,322063,317944,311897,309028,306045,301899,297619,292380,281578,274327,268827
Croatia,Total,50,50-54,From 50 to 54 years,,289642,297092,304350,311988,317481,321823,329537,328951,328016,325240,321584,317266,314279,309449,303185,299268,295726,290149
Croatia,Total,55,55-59,From 55 to 59 years,,232436,233025,235212,243561,260907,282360,289028,295840,302959,307339,310855,317481,316451,315155,312206,308195,304126,300862
Croatia,Total,60,60-64,From 60 to 64 years,,265673,258935,254955,248043,236846,222196,222527,224655,232059,247991,267563,272997,279143,285115,289373,292599,299063,298518
Croatia,Total,65,65-69,From 65 to 69 years,,254805,254665,253552,250470,247727,244703,238687,235145,228604,217984,204339,204843,206829,213740,228050,245762,251335,256892
Croatia,Total,70,70-74,From 70 to 74 years,,201942,208225,214975,218867,221578,220520,220640,220137,218101,216003,213913,209148,206745,201716,192999,181057,181592,183678
Croatia,Total,75,75-79,From 75 to 79 years,,136696,140226,142672,146763,151223,158070,163255,168665,172440,175158,175491,176791,177573,177305,176934,175853,172911,171524
Croatia,Total,80,80-84,From 80 to 84 years,,54595,65996,76134,85144,89064,91017,93483,95341,98575,101775,106949,111020,115735,119868,123084,124352,126413,127663
Croatia,Total,85,85,85 years or over,,44207,40485,37107,34089,37491,41377,45976,49400,53213,56648,59963,63553,66259,70055,74080,77861,82011,85604
Cyprus,Females,1,1-4,From 1 to 4 years,23111,22512,21634,20749,20359,20251,20243,20404,20898,21577,22311,23099,23859,24249,23781,23382,22913,22720,22623
Cyprus,Females,5,5-9,From 5 to 9 years,26663,26144,26113,25202,24322,23442,22745,22144,21434,21237,21326,21449,21811,22059,22244,22501,23154,23441,24080
Cyprus,Females,10,10-14,From 10 to 14 years,26755,27027,26155,26869,27011,27373,27134,27035,26253,25518,24805,24253,23675,22646,21934,21890,21793,21629,21895
Cyprus,Females,15,15-19,From 15 to 19 years,28042,28245,27055,27477,27831,27853,28421,28705,29824,30349,31029,30976,30383,28582,26679,26001,25726,24917,24377
Cyprus,Females,20,20-24,From 20 to 24 years,25683,26876,26507,27382,28298,29179,29605,30370,31596,32825,33742,34893,35362,34901,32978,32625,32726,33397,33670
Cyprus,Females,25,25-29,From 25 to 29 years,25335,25259,26074,25913,26158,26930,28537,29685,31452,33374,35355,36604,38312,38122,36516,35702,35776,35967,37194
Cyprus,Females,30,30-34,From 30 to 34 years,25506,25647,26117,26608,27254,27727,27776,28567,29143,30335,32199,34619,36728,37398,36952,36032,35392,35658,36574
Cyprus,Females,35,35-39,From 35 to 39 years,26923,26784,27343,27289,27252,27281,27447,27853,28972,30316,31609,32323,34008,33806,33234,32881,33208,33065,33149
Cyprus,Females,40,40-44,From 40 to 44 years,24805,25686,27277,27740,28003,28127,28162,28257,28528,28941,29519,30174,31440,32207,32370,30925,29780,29424,28916
Cyprus,Females,45,45-49,From 45 to 49 years,22453,22693,23384,24083,25024,26064,27026,27762,28419,28957,29436,29727,30219,30267,30050,28977,28387,27734,27520
Cyprus,Females,50,50-54,From 50 to 54 years,20315,20838,22039,22477,22671,22816,23090,23617,24454,25541,26741,27874,28873,29398,29542,28694,28277,28120,27584
Cyprus,Females,55,55-59,From 55 to 59 years,17603,18380,18016,18813,19828,20883,21857,22606,23164,23459,23765,24134,24689,25242,25889,25289,25995,26913,27448
Cyprus,Females,60,60-64,From 60 to 64 years,14584,14922,16134,16437,16682,16976,17377,17959,19021,20364,21730,22948,23762,23976,23842,23497,23380,23507,23838
Cyprus,Females,65,65-69,From 65 to 69 years,13143,13274,13844,14160,14518,14940,15388,15733,16104,16451,16908,17430,18187,19193,20328,21400,22351,22984,23267
Cyprus,Females,70,70-74,From 70 to 74 years,11325,11544,11851,12092,12266,12499,12735,12845,13196,13644,14208,14813,15349,15709,15947,16247,16676,17293,18260
Cyprus,Females,75,75-79,From 75 to 79 years,8206,8516,9105,9378,9682,9950,10195,10302,10508,10798,11105,11423,11740,12080,12493,12927,13454,14094,14462
Cyprus,Females,80,80-84,From 80 to 84 years,5753,5729,5700,5882,6155,6453,6735,6961,7169,7449,7646,7987,8274,8461,8827,9068,9367,9693,10055
Cyprus,Females,85,85,85 years or over,4637,4721,5013,5032,5017,5002,4958,5597,5740,5869,6101,6267,6347,6546,6856,7145,7272,7583,7816
Cyprus,Males,1,1-4,From 1 to 4 years,24241,23566,22450,21870,21435,21482,21403,21796,22309,22976,23707,24486,25022,25501,24911,24620,24459,24367,23845
Cyprus,Males,5,5-9,From 5 to 9 years,28166,27803,27425,26451,25638,24576,23773,23096,22704,22442,22632,22645,23186,23427,23620,23750,24461,24556,25062
Cyprus,Males,10,10-14,From 10 to 14 years,28471,28508,27970,28620,28742,28834,28783,28438,27631,26968,26057,25386,24683,23912,23108,23063,22758,22594,22784
Cyprus,Males,15,15-19,From 15 to 19 years,28996,29238,28722,28994,29336,29651,30030,30646,31758,32218,32562,32657,31808,29988,28172,26900,26021,25525,24825
Cyprus,Males,20,20-24,From 20 to 24 years,24273,25679,27121,27939,29020,30109,30689,31455,32533,33645,34654,35486,36471,36187,34474,33701,32677,32953,31476
Cyprus,Males,25,25-29,From 25 to 29 years,23031,22788,23901,24161,24701,25655,27556,29060,30525,32273,34028,35101,36847,36970,36130,35953,35449,35636,36660
Cyprus,Males,30,30-34,From 30 to 34 years,24049,23821,23157,23687,24264,24557,24602,25255,25962,26965,28386,30656,32916,33799,34113,32182,32483,33031,33884
Cyprus,Males,35,35-39,From 35 to 39 years,26096,25777,25334,25007,24675,24377,24238,24364,25279,26197,26835,27141,28228,28380,28380,27638,28972,29911,31050
Cyprus,Males,40,40-44,From 40 to 44 years,24963,25688,26138,26395,26488,26417,26227,26059,25991,25943,25936,26053,26656,27188,27216,26307,25512,25864,26299
Cyprus,Males,45,45-49,From 45 to 49 years,22092,22488,23179,23781,24554,25377,26152,26707,27210,27523,27692,27628,27669,27284,26639,25983,25712,25385,25911
Cyprus,Males,50,50-54,From 50 to 54 years,19970,20348,21468,21994,22290,22500,22823,23331,24092,25055,26070,27002,27767,28036,27924,27234,26886,26550,26586
Cyprus,Males,55,55-59,From 55 to 59 years,17249,18115,17285,18061,19108,20201,21226,22018,22648,23052,23345,23781,24244,24681,25154,24823,25594,26080,26633
Cyprus,Males,60,60-64,From 60 to 64 years,13670,14011,15281,15619,15837,16082,16449,17022,18153,19544,20931,22146,22952,23230,23141,22737,22588,22815,23133
Cyprus,Males,65,65-69,From 65 to 69 years,11147,11527,12155,12583,13107,13673,14245,14704,15062,15372,15768,16238,16974,17810,18916,20007,21044,21753,22063
Cyprus,Males,70,70-74,From 70 to 74 years,9132,9164,9571,9753,9996,10249,10568,10892,11438,12058,12741,13444,13985,14274,14373,14691,14960,15464,16205
Cyprus,Males,75,75-79,From 75 to 79 years,6620,6810,7219,7335,7460,7572,7701,7894,8122,8392,8722,9036,9443,9932,10413,10943,11580,12176,12488
Cyprus,Males,80,80-84,From 80 to 84 years,4395,4312,4321,4428,4578,4749,4892,5135,5279,5454,5569,5726,5930,6153,6390,6680,6932,7199,7596
Cyprus,Males,85,85,85 years or over,3094,3109,3481,3459,3333,3260,3225,3642,3762,3849,3970,4146,4212,4284,4464,4613,4604,4804,5008
Cyprus,Total,1,1-4,From 1 to 4 years,47352,46078,44084,42619,41794,41733,41646,42200,43207,44553,46018,47585,48881,49750,48692,48002,47372,47087,46468
Cyprus,Total,5,5-9,From 5 to 9 years,54829,53947,53538,51653,49960,48018,46518,45240,44138,43679,43958,44094,44997,45486,45864,46251,47615,47997,49142
Cyprus,Total,10,10-14,From 10 to 14 years,55226,55535,54125,55489,55753,56207,55917,55473,53884,52486,50862,49639,48358,46558,45042,44953,44551,44223,44679
Cyprus,Total,15,15-19,From 15 to 19 years,57038,57483,55777,56471,57167,57504,58451,59351,61582,62567,63591,63633,62191,58570,54851,52901,51747,50442,49202
Cyprus,Total,20,20-24,From 20 to 24 years,49956,52555,53628,55321,57318,59288,60294,61825,64129,66470,68396,70379,71833,71088,67452,66326,65403,66350,65146
Cyprus,Total,25,25-29,From 25 to 29 years,48366,48047,49975,50074,50859,52585,56093,58745,61977,65647,69383,71705,75159,75092,72646,71655,71225,71603,73854
Cyprus,Total,30,30-34,From 30 to 34 years,49555,49468,49274,50295,51518,52284,52378,53822,55105,57300,60585,65275,69644,71197,71065,68214,67875,68689,70458
Cyprus,Total,35,35-39,From 35 to 39 years,53019,52561,52677,52296,51927,51658,51685,52217,54251,56513,58444,59464,62236,62186,61614,60519,62180,62976,64199
Cyprus,Total,40,40-44,From 40 to 44 years,49768,51374,53415,54135,54491,54544,54389,54316,54519,54884,55455,56227,58096,59395,59586,57232,55292,55288,55215
Cyprus,Total,45,45-49,From 45 to 49 years,44545,45181,46563,47864,49578,51441,53178,54469,55629,56480,57128,57355,57888,57551,56689,54960,54099,53119,53431
Cyprus,Total,50,50-54,From 50 to 54 years,40285,41186,43507,44471,44961,45316,45913,46948,48546,50596,52811,54876,56640,57434,57466,55928,55163,54670,54170
Cyprus,Total,55,55-59,From 55 to 59 years,34852,36495,35301,36874,38936,41084,43083,44624,45812,46511,47110,47915,48933,49923,51043,50112,51589,52993,54081
Cyprus,Total,60,60-64,From 60 to 64 years,28254,28933,31415,32056,32519,33058,33826,34981,37174,39908,42661,45094,46714,47206,46983,46234,45968,46322,46971
